,price,area,province,district,ward,floor,bedroom,toilet
9843,3000000000,38.0,1,21,620,0,0,0
9844,8600000000,50.0,1,6,220,0,8,4
9845,5300000000,40.0,1,4,148,0,5,5
9847,8200000000,65.0,1,6,187,0,1,1
9848,2800000000,39.0,1,21,598,0,0,0
9850,5600000000,45.0,1,6,178,0,3,3
9851,4600000000,45.0,1,8,307,0,3,3
9852,25600000000,32.0,1,21,617,0,0,0
9853,3100000000,35.0,1,7,298,0,3,3
9854,3400000000,40.0,1,7,298,0,3,3
9855,7600000000,58.0,1,3,103,0,4,5
9856,3000000000,63.0,1,21,607,0,3,2
9857,5800000000,30.0,1,7,295,0,3,3
9858,5000000000,45.0,1,6,199,0,3,3
9859,7600000000,58.0,1,3,103,0,4,5
9860,12500000000,37.0,1,6,232,0,3,4
9861,3700000000,30.0,1,7,298,0,3,4
9862,6900000000,45.0,1,19,626,0,4,3
9863,27100000000,350.0,1,3,109,0,11,11
9864,5600000000,47.0,1,6,178,0,3,2
9865,6300000000,39.0,1,9,367,0,4,4
9866,12300000000,65.0,1,1,8,0,1,1
9867,4300000000,45.0,1,7,298,0,4,3
9868,2500000000,48.0,1,21,613,0,0,0
9869,15200000000,66.0,1,5,167,0,4,3
9870,7700000000,55.0,1,9,352,0,3,3
9871,5800000000,47.0,1,19,626,0,4,3
9872,7300000000,141.0,1,21,611,0,3,3
9873,1900000000,34.0,1,21,595,0,0,0
9874,3100000000,33.0,1,19,626,0,0,0
9875,3500000000,38.0,1,9,373,0,4,3
9876,5200000000,35.0,1,6,196,0,5,5
9877,3200000000,60.0,1,19,628,0,3,3
9878,5500000000,200.0,1,3,112,0,6,4
9879,3800000000,44.0,1,21,613,0,3,3
9881,5000000000,40.0,1,6,199,0,3,4
9882,1600000000,33.0,1,21,607,0,0,0
9883,7200000000,45.0,1,9,352,0,4,3
9884,2400000000,35.0,1,21,598,0,3,3
9885,5500000000,40.0,1,8,322,0,3,4
9886,4900000000,45.0,1,4,148,0,5,5
9887,13000000000,55.0,1,5,169,0,7,7
9889,7500000000,228.0,1,4,148,0,5,5
9890,12500000000,148.0,79,778,27490,0,3,2
9891,4500000000,57.0,1,6,193,0,3,4
9892,2100000000,35.0,1,21,613,0,0,0
9893,3800000000,37.0,1,8,322,0,3,4
9895,5000000000,70.0,1,21,613,0,0,0
9897,4300000000,40.0,1,7,298,0,3,4
9899,4000000000,33.0,1,6,196,0,3,4
9900,3700000000,103.0,1,9,343,0,3,2
9901,10000000000,50.0,1,4,145,0,6,3
9904,3400000000,96.0,1,19,626,0,2,2
9905,5800000000,200.0,1,4,148,0,4,4
9906,7500000000,272.0,1,7,286,0,4,3
9907,4000000000,50.0,1,4,148,0,0,0
9908,4900000000,40.0,1,6,196,0,3,2
9909,7500000000,46.0,1,3,109,0,4,3
9911,5500000000,200.0,1,4,145,0,3,4
9913,2400000000,40.0,1,21,613,0,0,0
9914,4000000000,47.0,1,19,626,0,0,0
9915,3400000000,37.0,1,19,592,0,0,0
9916,6700000000,52.0,1,19,626,0,4,4
9918,5400000000,50.0,1,4,148,0,5,5
9919,8000000000,61.0,1,6,217,0,4,3
9920,4700000000,38.0,1,5,169,0,3,4
9921,3600000000,38.0,1,19,622,0,4,3
9922,3900000000,33.0,1,8,319,0,3,4
9923,3700000000,40.0,1,21,617,0,0,0
9925,5400000000,200.0,1,4,148,0,3,4
9926,1700000000,40.0,1,21,595,0,0,0
9927,2100000000,55.0,1,18,577,0,2,1
9928,3000000000,35.0,1,4,145,0,3,3
9929,1900000000,55.0,1,18,577,0,2,1
9930,3200000000,43.0,1,21,613,0,0,0
9931,8600000000,49.0,1,5,163,0,0,0
9932,5500000000,50.0,1,4,148,0,5,5
9933,2400000000,59.0,1,21,595,0,0,0
9934,2000000000,75.0,1,4,121,0,3,2
9935,2900000000,35.0,1,19,626,0,2,1
9937,10800000000,28.0,1,2,73,0,3,2
9938,11700000000,43.0,1,3,109,0,6,7
9940,4900000000,53.0,1,4,145,0,0,0
9941,8200000000,68.0,1,274,9844,0,4,4
9942,4400000000,42.0,1,19,626,0,0,0
9943,3900000000,30.0,1,19,634,0,4,4
9944,5700000000,40.0,1,6,196,0,4,4
9945,4000000000,41.0,1,21,617,0,0,0
9946,2900000000,68.0,1,9,343,0,2,2
9947,3200000000,34.0,1,19,623,0,3,3
9948,3000000000,62.0,1,21,598,0,0,0
9949,2800000000,30.0,1,4,145,0,3,2
9951,3200000000,40.0,1,274,9862,0,0,0
9952,5000000000,32.0,1,8,307,0,3,4
9955,4000000000,30.0,1,8,322,0,3,4
9957,8700000000,66.0,1,1,22,0,3,3
9958,3700000000,40.0,1,6,202,0,3,3
9959,4500000000,117.0,1,5,169,0,3,2
9961,7600000000,35.0,1,9,358,0,4,3
9964,8300000000,35.0,1,9,349,0,4,0
9965,3100000000,40.0,1,5,163,0,4,4
9967,12600000000,140.0,1,21,616,0,3,3
9968,3300000000,41.0,1,5,163,0,4,4
9969,3300000000,30.0,1,21,607,0,4,4
9970,5600000000,45.0,1,21,617,0,6,3
9971,2800000000,37.0,1,21,613,0,0,0
9972,4300000000,120.0,1,7,298,0,3,4
9973,2200000000,56.0,1,21,598,0,0,0
9976,4600000000,37.0,1,19,626,0,4,4
9978,14600000000,55.0,1,5,167,0,4,3
9979,2100000000,60.0,1,21,601,0,2,2
9980,3400000000,35.0,1,21,613,0,4,3
9981,6300000000,50.0,1,19,592,0,4,4
9983,4700000000,84.0,1,21,598,0,0,0
9985,4300000000,39.0,1,8,313,0,3,4
9986,2000000000,35.0,1,274,9832,0,0,0
9987,2200000000,67.0,1,21,601,0,3,2
9989,4500000000,43.0,1,7,274,0,3,3
9990,3100000000,86.0,1,19,626,0,3,2
9991,3300000000,35.0,1,19,592,0,0,0
9992,4300000000,30.0,1,8,313,0,4,5
9993,7400000000,40.0,1,6,238,0,4,3
9994,8300000000,113.0,1,6,187,0,3,2
9995,4000000000,35.0,1,7,283,0,4,4
9996,3700000000,85.0,1,19,626,0,2,2
9997,4700000000,36.0,1,8,322,0,3,4
10001,2000000000,45.0,1,274,9835,0,0,0
10003,5300000000,45.0,1,19,622,0,3,4
10004,5400000000,72.0,1,19,622,0,0,0
10006,2500000000,60.0,1,21,595,0,0,0
10007,4300000000,36.0,1,19,626,0,5,4
10008,4700000000,84.0,1,21,598,0,0,0
10010,4700000000,36.0,1,8,322,0,3,4
10011,1700000000,34.0,1,21,607,0,0,0
10012,4300000000,35.0,1,19,625,0,6,4
10013,3900000000,37.0,1,8,313,0,3,3
10014,2000000000,32.0,1,21,607,0,0,0
10015,6400000000,40.0,1,19,626,0,7,5
10016,5400000000,44.0,1,7,286,0,4,4
10017,4600000000,35.0,1,19,626,0,3,4
10018,1400000000,32.0,1,21,595,0,0,0
10020,4500000000,33.0,1,8,322,0,3,4
10021,2800000000,37.0,1,21,613,0,0,0
10024,5200000000,46.0,1,8,322,0,3,3
10025,4000000000,45.0,1,21,613,0,4,3
10026,5100000000,32.0,1,19,626,0,3,4
10028,4400000000,45.0,1,19,592,0,4,3
10029,2000000000,42.0,1,21,598,0,0,0
10031,2600000000,60.0,1,19,626,0,2,1
10032,5300000000,45.0,1,19,626,0,5,4
10034,4300000000,40.0,1,21,613,0,5,4
10035,2700000000,32.0,1,19,622,0,0,0
10037,2800000000,31.0,1,21,607,0,3,3
10038,13500000000,60.0,1,5,167,0,8,5
10039,2100000000,42.0,1,21,607,0,0,0
10040,4300000000,38.0,1,19,626,0,0,0
10042,4800000000,42.0,1,7,295,0,4,3
10043,5300000000,56.0,1,19,592,0,0,0
10045,4500000000,117.0,1,5,169,0,3,2
10046,4900000000,38.0,1,7,295,0,4,4
10049,3700000000,94.0,1,9,343,0,3,2
10050,2700000000,70.0,1,9,343,0,2,2
10051,3700000000,122.0,1,19,626,0,3,2
10052,11700000000,64.0,1,6,190,0,8,4
10053,10500000000,310.0,1,250,9010,0,4,4
10055,5700000000,240.0,1,250,9010,0,4,4
10057,1600000000,44.0,1,9,343,0,2,1
10059,2100000000,41.0,1,21,613,0,0,0
10061,12800000000,50.0,1,6,199,0,4,3
10065,2300000000,48.0,1,21,598,0,0,0
10067,4500000000,86.0,1,5,167,0,2,2
10069,5900000000,42.0,1,5,163,0,3,3
10071,5400000000,45.0,1,19,623,0,3,4
10074,11000000000,46.0,1,5,166,0,8,4
10075,5900000000,41.0,1,4,145,0,0,0
10076,4100000000,40.0,1,21,617,0,0,0
10077,12600000000,50.0,1,5,163,0,4,4
10078,4000000000,34.0,1,8,322,0,4,3
10079,15900000000,240.0,1,1,16,0,5,5
10080,3500000000,30.0,1,21,613,0,3,3
10082,3600000000,38.0,1,19,626,0,3,3
10083,1400000000,55.0,1,21,604,0,1,1
10084,12800000000,80.0,79,765,26917,0,14,0
10086,2500000000,65.0,1,5,169,0,2,1
10088,5200000000,40.0,1,6,220,0,4,3
10091,5100000000,90.0,1,273,9823,0,0,0
10097,3900000000,34.0,1,7,295,0,3,3
10098,10500000000,75.0,1,4,145,0,0,0
10101,2900000000,67.0,1,9,343,0,2,2
10102,10500000000,88.0,1,19,631,0,5,5
10104,15600000000,180.0,1,1,4,0,5,5
10105,6800000000,239.0,1,19,592,0,4,4
10106,4200000000,38.0,1,19,622,0,6,4
10107,4800000000,50.0,1,19,622,0,3,3
10108,2000000000,43.0,1,9,343,0,1,1
10110,11000000000,53.0,1,6,238,0,4,4
10111,5500000000,138.0,1,5,167,0,4,2
10112,4600000000,39.0,1,19,626,0,5,5
10113,5100000000,200.0,1,19,625,0,4,4
10114,4400000000,58.0,1,19,622,0,3,3
10116,4300000000,40.0,1,8,313,0,3,4
10117,3100000000,34.0,1,19,628,0,2,2
10119,3300000000,35.0,1,19,592,0,0,0
10121,2900000000,38.0,1,21,613,0,0,0
10122,5000000000,170.0,1,3,109,0,4,3
10123,10200000000,199.0,1,5,167,0,4,4
10126,14200000000,80.0,1,5,157,0,8,8
10127,12900000000,170.0,1,7,277,0,6,4
10128,12500000000,58.0,1,5,169,0,6,3
10130,5100000000,30.0,1,19,626,0,3,4
10131,10300000000,57.0,1,5,157,0,4,3
10134,6000000000,52.0,1,19,625,0,3,3
10135,12900000000,50.0,1,6,199,0,4,3
10137,4900000000,42.0,1,19,631,0,4,4
10138,1900000000,41.0,1,21,598,0,0,0
10139,1700000000,43.0,1,18,577,0,1,0
10140,4700000000,35.0,1,19,592,0,4,4
10142,10700000000,200.0,1,6,190,0,5,4
10143,5700000000,80.0,1,5,163,0,3,2
10144,3500000000,60.0,1,3,112,0,2,2
10146,4100000000,35.0,1,7,295,0,3,3
10148,8300000000,440.0,1,9,358,0,10,10
10151,6400000000,220.0,1,6,202,0,3,4
10152,3200000000,120.0,1,19,625,0,3,3
10153,4600000000,37.0,1,7,274,0,3,4
10154,2600000000,37.0,1,19,622,0,0,0
10155,4700000000,35.0,1,7,286,0,3,4
10157,4500000000,31.0,1,7,286,0,3,4
10158,8300000000,265.0,1,268,9542,0,6,5
10159,4600000000,43.0,1,7,292,0,4,3
10160,4600000000,43.0,1,7,292,0,4,3
10161,5300000000,31.0,1,6,238,0,4,5
10162,3600000000,160.0,1,19,622,0,3,3
10163,3400000000,74.0,1,4,145,0,0,0
10164,10500000000,380.0,1,19,626,0,13,13
10165,6400000000,176.0,1,9,343,0,3,4
10166,6600000000,92.0,1,6,199,0,2,2
10167,1700000000,43.0,1,18,577,0,1,1
10168,2800000000,35.0,1,6,184,0,5,5
10169,12900000000,45.0,1,5,169,0,4,2
10170,2800000000,39.0,1,21,598,0,0,0
10171,1500000000,55.0,1,9,349,0,3,3
10172,3300000000,120.0,1,21,598,0,3,2
10173,4200000000,48.0,1,7,274,0,3,3
10174,9400000000,40.0,1,6,199,0,4,4
10177,4300000000,57.0,1,7,274,0,3,3
10178,4700000000,69.0,1,19,622,0,0,0
10180,4900000000,240.0,1,19,622,0,6,5
10181,9100000000,288.0,1,9,367,0,4,3
10182,5200000000,40.0,1,5,166,0,4,3
10183,4100000000,34.0,1,7,286,0,3,4
10185,4700000000,40.0,1,9,358,0,3,4
10186,4900000000,37.0,1,5,166,0,3,4
10187,16000000000,140.0,1,21,616,0,6,6
10188,4600000000,40.0,1,6,211,0,3,3
10189,8800000000,48.0,1,4,139,0,5,4
10190,5800000000,80.0,1,5,163,0,3,2
10191,6000000000,45.0,1,5,166,0,3,4
10192,5900000000,45.0,1,6,196,0,4,5
10193,6700000000,44.0,1,21,613,0,4,4
10194,3100000000,35.0,1,19,622,0,3,3
10195,4500000000,130.0,1,277,10018,0,0,0
10196,4100000000,34.0,1,7,286,0,3,4
10197,4500000000,130.0,1,277,10018,0,0,0
10200,5200000000,32.0,1,7,286,0,10,6
10201,4500000000,130.0,1,277,10018,0,0,0
10202,4200000000,42.0,1,19,623,0,4,3
10203,6800000000,50.0,1,4,139,0,4,4
10205,4300000000,60.0,1,19,592,0,0,0
10206,9000000000,95.0,1,3,97,0,2,2
10208,6000000000,6.0,1,19,622,0,3,5
10210,12500000000,196.0,1,5,166,0,4,3
10211,4100000000,47.0,1,19,623,0,3,3
10212,10500000000,60.0,1,4,139,0,4,4
10213,2600000000,66.0,1,274,9862,0,2,2
10214,4000000000,31.0,1,9,355,0,3,3
10215,5600000000,40.0,1,3,109,0,4,4
10216,7500000000,48.0,1,6,217,0,4,4
10217,4400000000,34.0,1,19,626,0,3,4
10218,5100000000,40.0,1,6,193,0,3,4
10220,6500000000,49.0,1,19,626,0,6,5
10222,8300000000,50.0,1,4,139,0,4,4
10223,2900000000,150.0,1,19,622,0,4,4
10224,1700000000,43.0,1,18,577,0,1,1
10225,16000000000,95.0,1,19,625,0,10,5
10226,2800000000,100.0,1,273,9823,0,0,0
10227,11200000000,147.0,79,778,27490,0,3,2
10229,8800000000,50.0,1,19,626,0,10,10
10230,15600000000,92.0,1,21,620,0,23,23
10231,3100000000,165.0,1,21,613,0,3,4
10233,4700000000,36.0,1,4,145,0,4,4
10235,9400000000,72.0,1,4,139,0,4,4
10236,3300000000,28.0,1,6,217,0,4,2
10238,4600000000,41.0,1,9,346,0,3,2
10241,9900000000,50.0,1,9,349,0,4,3
10242,7100000000,41.0,1,6,232,0,4,3
10244,4300000000,45.0,1,8,322,0,5,4
10247,3300000000,35.0,1,6,196,0,3,3
10248,11900000000,95.0,1,19,626,0,6,4
10250,5100000000,53.0,1,7,298,0,3,4
10251,6100000000,147.0,1,19,625,0,3,3
10252,5900000000,35.0,1,1,28,0,4,5
10254,3100000000,30.0,1,8,322,0,3,3
10256,5400000000,149.0,1,5,169,0,3,2
10257,2600000000,36.0,1,4,145,0,1,1
10258,5800000000,117.0,1,19,631,0,3,2
10260,3200000000,72.0,1,3,103,0,2,2
10261,8700000000,134.0,1,5,167,0,4,3
10264,4300000000,40.0,1,9,364,0,4,3
10265,3600000000,85.0,1,19,626,0,2,2
10266,6700000000,40.0,1,4,145,0,5,4
10267,3700000000,102.0,1,19,626,0,3,2
10268,7300000000,79.0,1,9,364,0,4,3
10269,3400000000,34.0,1,21,613,0,4,4
10270,5600000000,96.0,1,4,139,0,0,0
10271,10800000000,172.0,1,9,373,0,4,3
10272,4100000000,40.0,1,20,646,0,4,4
10273,6600000000,55.0,1,5,169,0,5,4
10274,5000000000,38.0,1,6,238,0,2,3
10275,4500000000,33.0,1,8,322,0,3,4
10277,4800000000,33.0,1,8,322,0,3,4
10278,6200000000,114.0,1,8,322,0,3,2
10279,4800000000,37.0,1,8,319,0,3,4
10280,2700000000,52.0,1,19,623,0,1,1
10281,4000000000,33.0,1,8,319,0,3,4
10282,4100000000,35.0,1,4,145,0,4,4
10283,7500000000,273.0,1,7,295,0,3,3
10284,3700000000,37.0,1,21,620,0,4,4
10285,4000000000,33.0,1,8,313,0,3,4
10287,4300000000,54.0,1,19,626,0,6,5
10289,2600000000,30.0,1,19,622,0,3,4
10291,10900000000,58.0,1,8,319,0,6,4
10293,3400000000,104.0,1,9,358,0,2,2
10295,2100000000,41.0,1,21,620,0,2,1
10296,7800000000,45.0,1,1,28,0,4,4
10298,8400000000,48.0,1,21,616,0,4,4
10301,4300000000,44.0,1,7,286,0,3,3
10302,6600000000,45.0,1,19,626,0,9,10
10304,4000000000,33.0,1,7,298,0,3,4
10305,10100000000,100.0,1,19,634,0,4,3
10306,6300000000,250.0,1,250,9010,0,4,4
10307,11700000000,65.0,1,19,631,0,5,5
10308,4900000000,35.0,1,8,322,0,3,4
10310,4900000000,35.0,1,8,322,0,3,4
10311,4200000000,33.0,1,8,319,0,3,4
10313,3800000000,34.0,1,7,298,0,3,3
10315,4300000000,29.0,1,8,319,0,4,5
10317,8100000000,90.0,79,778,27481,0,2,1
10318,4300000000,44.0,1,7,286,0,3,3
10320,12800000000,82.0,1,4,145,0,0,0
10322,13200000000,381.0,1,250,9010,0,0,4
10323,10000000000,50.0,1,4,139,0,4,5
10325,10000000000,76.0,79,766,26974,0,3,2
10326,3500000000,45.0,1,21,613,0,4,4
10327,14300000000,350.0,79,775,27385,0,6,6
10329,4400000000,54.0,1,19,626,0,6,5
10330,3100000000,15.0,1,6,193,0,4,4
10331,8300000000,70.0,1,21,620,0,0,0
10332,3000000000,34.0,1,3,94,0,4,3
10333,4100000000,35.0,1,19,623,0,3,4
10334,6600000000,66.0,1,19,625,0,4,4
10336,4600000000,35.0,1,19,625,0,3,3
10337,2500000000,65.0,79,778,27490,0,2,2
10340,9300000000,52.0,1,5,169,0,4,4
10341,4700000000,52.0,1,4,142,0,4,4
10342,4700000000,37.0,1,4,145,0,3,5
10343,4800000000,122.0,79,764,26881,0,4,3
10344,3700000000,37.0,1,21,620,0,4,4
10345,3100000000,28.0,1,1,16,0,3,3
10348,4400000000,49.0,1,19,622,0,3,3
10349,3000000000,36.0,1,3,94,0,4,3
10350,2500000000,35.0,1,4,154,0,1,1
10351,8500000000,86.0,1,19,626,0,3,3
10352,4000000000,41.0,1,19,622,0,5,5
10353,3800000000,38.0,1,19,622,0,3,3
10354,2900000000,40.0,1,4,148,0,1,1
10355,2500000000,36.0,1,4,148,0,1,1
10356,6500000000,50.0,1,19,626,0,4,4
10358,12300000000,65.0,1,7,244,0,7,5
10361,3300000000,100.0,1,250,9010,0,0,0
10362,3100000000,40.0,1,4,148,0,1,1
10363,4000000000,147.0,79,778,27490,0,3,3
10364,6000000000,147.0,79,778,27490,4,3,3
10365,12300000000,47.0,1,9,364,0,2,2
10366,9800000000,94.0,79,760,26761,0,2,2
10367,5500000000,36.0,1,9,367,0,4,4
10369,3000000000,40.0,1,4,148,0,1,1
10370,3700000000,147.0,79,778,27490,1,3,3
10371,6300000000,39.0,1,9,367,0,4,4
10372,7600000000,180.0,79,778,27472,0,4,4
10373,3500000000,30.0,1,4,145,0,3,4
10375,3200000000,34.0,1,4,154,0,3,4
10377,4100000000,30.0,1,6,196,0,3,4
10378,8300000000,40.0,1,19,625,0,5,5
10379,2600000000,70.0,79,778,27490,0,2,1
10380,3300000000,40.0,79,765,26908,0,4,4
10381,12000000000,216.0,79,765,26914,0,4,3
10382,2900000000,69.0,79,778,27490,0,2,2
10383,7100000000,135.0,79,778,27490,0,3,2
10384,4400000000,38.0,1,19,625,0,6,5
10385,8300000000,58.0,1,9,343,0,10,10
10387,3200000000,95.0,1,9,343,0,2,2
10388,2900000000,46.0,1,21,598,0,3,3
10391,4400000000,48.0,1,6,199,0,3,2
10393,7000000000,61.0,1,5,169,0,2,2
10394,9400000000,50.0,1,6,190,0,4,4
10395,6700000000,65.0,1,5,166,0,5,4
10398,2700000000,45.0,1,21,613,0,0,0
10399,11500000000,51.0,1,9,364,0,8,5
10401,4700000000,42.0,1,19,592,0,4,4
10402,11600000000,108.0,1,9,358,0,6,3
10404,6100000000,48.0,1,5,169,0,5,4
10406,9000000000,68.0,1,4,145,0,4,4
10408,5800000000,50.0,1,5,166,0,5,4
10409,16000000000,325.0,1,16,376,0,0,0
10410,19500000000,320.0,1,1,28,0,6,6
10411,3900000000,35.0,1,6,196,0,2,3
10412,17900000000,416.0,1,19,592,0,0,0
10413,6300000000,48.0,1,5,169,0,4,4
10414,4300000000,45.0,1,7,277,0,3,3
10415,7100000000,40.0,1,6,199,0,5,4
10416,4500000000,82.0,1,5,169,0,2,2
10417,7800000000,106.0,1,6,238,0,0,0
10419,3800000000,68.0,1,5,169,0,2,2
10421,6300000000,31.0,1,19,631,0,5,5
10422,5000000000,45.0,1,6,199,0,3,3
10423,4500000000,40.0,1,9,349,0,4,4
10424,5800000000,100.0,1,5,157,0,2,2
10425,5300000000,39.0,1,5,166,0,4,5
10426,4600000000,34.0,1,4,145,0,3,4
10427,2500000000,76.0,1,17,454,0,0,0
10429,5300000000,50.0,1,19,634,0,2,2
10430,3200000000,35.0,1,4,154,0,3,4
10431,5500000000,54.0,1,6,199,0,4,4
10432,2700000000,68.0,1,7,295,0,2,2
10433,12100000000,76.0,1,4,145,0,4,4
10434,4800000000,116.0,1,5,169,0,3,2
10435,5900000000,41.0,1,19,634,0,1,1
10436,10200000000,76.0,1,4,148,0,1,1
10438,13400000000,120.0,1,5,166,0,0,0
10439,4400000000,59.0,1,6,193,0,4,3
10440,4200000000,38.0,1,19,631,0,4,3
10441,5900000000,56.0,1,19,625,0,4,4
10443,13100000000,48.0,1,6,199,0,4,4
10444,2300000000,19.0,1,6,184,0,2,3
10445,10700000000,63.0,1,8,322,0,5,5
10447,2700000000,43.0,1,4,145,0,3,2
10449,7400000000,55.0,1,19,622,0,5,4
10450,8400000000,210.0,1,6,199,0,5,4
10451,15800000000,250.0,1,7,247,0,5,5
10452,3700000000,165.0,1,19,634,0,3,4
10453,3600000000,34.0,1,21,613,0,4,4
10454,3000000000,88.0,1,6,217,0,2,3
10455,8700000000,56.0,1,7,277,0,10,10
10456,2600000000,87.0,1,8,313,0,2,2
10457,14200000000,76.0,1,8,322,0,4,6
10460,4600000000,40.0,1,8,322,0,3,4
10461,3200000000,80.0,1,276,10003,0,0,0
10463,10800000000,300.0,1,8,322,0,6,6
10464,6400000000,46.0,1,5,169,0,9,9
10465,3700000000,30.0,1,4,154,0,3,4
10466,12800000000,50.0,1,6,190,0,4,4
10467,6800000000,200.0,1,8,322,0,4,4
10468,5500000000,37.0,1,4,148,0,3,5
10471,6800000000,200.0,1,8,322,0,4,4
10472,7200000000,83.0,1,7,292,0,2,2
10473,5200000000,160.0,1,8,313,0,3,4
10474,7900000000,80.0,1,21,620,0,0,0
10475,14600000000,70.0,1,1,16,0,8,8
10477,6300000000,220.0,1,8,322,0,4,4
10478,5500000000,4.0,1,19,625,0,7,5
10479,6800000000,35.0,1,4,145,0,3,5
10481,5600000000,175.0,1,8,322,0,3,4
10482,3300000000,33.0,1,19,622,0,3,3
10483,6100000000,42.0,1,4,145,0,6,5
10484,5300000000,68.0,1,19,634,0,0,0
10485,5000000000,47.0,1,7,286,0,4,4
10486,11900000000,46.0,1,4,145,0,4,4
10487,6200000000,70.0,79,765,26908,0,3,2
10488,1800000000,65.0,1,7,295,0,3,3
10489,4200000000,40.0,1,21,617,0,3,3
10490,14100000000,270.0,1,8,325,0,4,6
10495,8900000000,45.0,79,778,27481,0,1,1
10496,11900000000,45.0,1,4,145,0,4,6
10497,3500000000,47.0,1,21,616,0,2,2
10498,7400000000,61.0,1,4,148,0,1,1
10499,5900000000,40.0,1,4,145,0,3,4
10501,8200000000,234.0,79,764,26898,0,3,4
10502,12400000000,300.0,1,9,352,0,6,5
10503,11000000000,210.0,1,5,163,0,5,5
10504,3700000000,48.0,1,21,601,0,4,4
10505,4700000000,44.0,1,19,626,0,5,4
10507,9300000000,46.0,1,6,199,0,4,3
10508,3200000000,35.0,1,19,623,0,3,3
10509,4400000000,31.0,1,6,196,0,3,4
10510,3600000000,75.0,79,765,26917,0,0,0
10511,14500000000,310.0,1,6,190,0,5,5
10512,3900000000,33.0,79,764,26878,0,2,2
10514,12000000000,96.0,1,19,626,0,15,15
10518,5700000000,45.0,1,19,634,0,5,4
10519,13000000000,93.0,1,8,310,0,6,6
10520,6900000000,37.0,1,8,322,0,3,3
10522,8300000000,135.0,79,778,27490,0,3,2
10523,11600000000,61.0,1,6,217,0,6,4
10524,6300000000,65.0,1,19,634,0,4,2
10525,4100000000,160.0,1,8,325,0,3,4
10526,13200000000,88.0,1,9,349,0,4,4
10528,6200000000,112.0,79,764,26882,0,4,4
10530,5000000000,34.0,1,6,187,0,3,3
10531,3200000000,30.0,1,4,154,0,3,4
10535,6700000000,160.0,1,20,643,0,4,3
10536,5900000000,38.0,79,765,26917,0,4,4
10538,8300000000,70.0,1,4,145,0,1,1
10539,2100000000,42.0,79,786,27643,0,2,2
10540,7000000000,60.0,79,764,26878,0,3,3
10541,7800000000,76.0,79,765,26905,0,3,0
10542,3600000000,47.0,1,19,634,0,0,0
10543,8100000000,105.0,1,4,154,0,1,1
10544,3500000000,35.0,1,19,634,0,3,4
10545,5000000000,100.0,1,18,556,0,1,1
10547,3900000000,78.0,79,765,26914,0,0,0
10549,8100000000,58.0,1,6,217,0,3,3
10550,5700000000,160.0,1,9,349,0,5,4
10551,8300000000,40.0,1,19,625,0,5,5
10552,4300000000,42.0,1,3,103,0,6,4
10553,4800000000,68.0,1,19,634,0,0,0
10554,6300000000,51.0,1,6,196,0,4,3
10555,4100000000,35.0,1,19,631,0,4,4
10556,1800000000,55.0,1,18,577,0,2,1
10558,10000000000,75.0,1,6,190,0,6,2
10559,8000000000,52.0,1,19,626,0,5,5
10560,14000000000,450.0,1,8,322,0,6,7
10561,7200000000,40.0,1,9,349,0,4,3
10562,5500000000,44.0,1,5,169,0,4,3
10563,8300000000,59.0,1,8,313,0,4,4
10564,4000000000,83.0,1,18,556,0,1,1
10565,13100000000,61.0,1,8,322,0,6,7
10566,9200000000,55.0,1,9,352,0,4,3
10567,9100000000,50.0,1,8,322,0,4,5
10568,3300000000,30.0,1,8,322,0,3,4
10569,8300000000,53.0,1,19,592,0,8,8
10570,4600000000,31.0,1,19,626,0,3,4
10571,5200000000,50.0,1,8,313,0,3,3
10572,2900000000,32.0,1,19,622,0,3,3
10573,2800000000,45.0,1,19,628,0,0,0
10574,9400000000,62.0,1,7,244,0,4,4
10575,5700000000,31.0,1,5,163,0,3,3
10576,13000000000,50.0,1,9,352,0,6,4
10577,5100000000,40.0,1,6,217,0,5,0
10578,6800000000,40.0,1,5,169,0,4,4
10579,2600000000,78.0,1,8,319,0,2,3
10580,6000000000,50.0,1,5,169,0,6,4
10581,2500000000,75.0,79,764,26869,0,3,2
10582,1800000000,55.0,1,18,577,0,2,1
10585,5900000000,115.0,79,778,27490,0,3,2
10589,9400000000,156.0,79,776,27427,0,3,1
10590,1800000000,42.0,1,18,577,0,1,1
10591,14000000000,110.0,1,5,169,0,0,0
10592,1400000000,48.0,1,6,184,0,2,1
10593,4400000000,65.0,79,761,26791,0,4,16
10594,9500000000,40.0,1,5,169,0,4,3
10595,5700000000,63.0,1,4,145,0,3,3
10596,4600000000,43.0,1,19,625,0,4,4
10597,4200000000,37.0,1,19,625,0,5,5
10599,10500000000,54.0,1,5,157,0,4,4
10600,5600000000,101.0,79,778,27490,0,3,2
10601,2000000000,55.0,1,18,553,0,1,1
10602,5100000000,40.0,1,8,322,0,4,2
10603,4600000000,150.0,1,8,307,0,5,4
10605,4500000000,40.0,1,19,623,0,4,4
10606,9700000000,45.0,1,6,217,0,6,4
10607,3000000000,32.0,1,21,607,0,4,4
10608,2700000000,54.0,1,17,454,0,0,0
10610,6100000000,101.0,1,5,169,0,3,2
10611,5300000000,40.0,1,268,9542,0,3,3
10612,13100000000,40.0,1,5,169,0,5,4
10613,4600000000,33.0,1,5,157,0,3,4
10616,7500000000,60.0,1,4,145,0,4,4
10617,4100000000,128.0,1,4,148,0,3,3
10618,6200000000,66.0,1,21,620,0,0,0
