,price,area,province,district,ward,floor,bedroom,toilet
10619,11400000000,100.0,1,19,622,0,6,5
10620,10500000000,100.0,79,765,26917,0,5,0
10621,10800000000,65.0,1,7,283,0,4,5
10622,9700000000,265.0,1,5,169,0,9,9
10623,6900000000,50.0,1,5,169,0,5,4
10626,3900000000,39.0,1,20,643,0,5,4
10627,4700000000,38.0,1,6,187,0,4,4
10628,4900000000,100.0,79,778,27490,0,3,2
10631,6700000000,48.0,1,1,22,0,5,5
10632,4600000000,45.0,1,6,190,0,8,5
10633,12400000000,40.0,1,6,199,0,3,3
10634,2000000000,30.0,1,4,145,0,0,0
10635,8000000000,49.0,1,1,13,0,4,4
10636,11200000000,128.0,79,778,27490,0,3,2
10637,5500000000,50.0,1,4,145,0,4,0
10638,8600000000,40.0,1,8,322,0,4,3
10639,3100000000,54.0,1,17,454,0,0,0
10640,11100000000,60.0,1,8,325,0,4,3
10641,7300000000,45.0,1,6,220,0,5,3
10643,5200000000,42.0,1,5,167,0,7,4
10644,3800000000,35.0,1,8,340,0,5,6
10645,9900000000,51.0,1,5,169,0,4,0
10646,12700000000,96.0,1,9,364,0,4,3
10650,4400000000,68.0,1,18,553,0,1,1
10651,6200000000,40.0,1,6,220,0,3,4
10653,4100000000,68.0,79,761,26788,0,0,0
10655,9000000000,51.0,1,4,145,0,4,4
10656,12300000000,52.0,1,6,217,0,5,5
10657,8300000000,135.0,1,5,157,0,2,2
10659,8800000000,36.0,1,6,184,0,3,3
10660,15900000000,774.0,79,767,27025,0,0,0
10661,7500000000,48.0,1,9,358,0,4,5
10665,8100000000,50.0,1,6,217,0,3,2
10666,5900000000,38.0,1,19,626,0,3,4
10667,4000000000,40.0,1,268,9542,0,4,4
10669,4300000000,37.0,1,6,202,0,3,3
10671,1900000000,64.0,1,18,577,0,2,2
10672,9900000000,57.0,1,5,157,0,3,0
10673,14700000000,40.0,1,5,169,0,10,5
10675,2400000000,75.0,1,18,577,0,3,2
10676,1200000000,75.0,1,276,10003,0,0,0
10677,4900000000,50.0,1,21,601,0,4,4
10678,3800000000,32.0,1,4,145,0,3,4
10679,9000000000,91.0,1,6,217,0,3,2
10680,5900000000,45.0,1,5,166,0,4,4
10681,4100000000,44.0,1,4,148,0,3,3
10682,7200000000,280.0,1,7,295,0,4,5
10683,4800000000,55.0,1,5,169,0,5,4
10684,4700000000,141.0,1,20,658,0,4,3
10687,4700000000,67.0,1,21,604,0,0,0
10688,5800000000,48.0,1,6,181,0,6,3
10691,9200000000,51.0,1,5,167,0,4,4
10694,8500000000,50.0,1,1,13,0,4,4
10695,4800000000,32.0,1,1,7,0,4,2
10696,4100000000,40.0,1,8,319,0,4,4
10697,110700000000,32.0,1,5,169,0,4,0
10698,8300000000,50.0,1,9,349,0,5,5
10700,7400000000,58.0,1,6,217,0,5,3
10701,6000000000,50.0,1,4,148,0,4,5
10702,4900000000,46.0,1,9,370,0,4,3
10703,4400000000,47.0,1,6,196,0,8,5
10704,31200000000,360.0,1,1,8,0,3,3
10705,5900000000,47.0,1,4,148,0,4,4
10706,2300000000,66.0,1,18,577,0,2,2
10707,1300000000,45.0,1,18,577,0,1,1
10708,7800000000,42.0,1,4,145,0,3,5
10709,11800000000,65.0,1,19,631,0,6,5
10710,7200000000,50.0,1,5,157,0,4,4
10711,4900000000,38.0,1,5,169,0,4,2
10712,10700000000,66.0,1,5,157,0,4,4
10713,8600000000,264.0,1,8,310,0,4,4
10714,830000000,40.0,1,6,178,0,2,1
10715,4500000000,45.0,1,21,616,0,4,3
10718,4100000000,38.0,1,4,139,0,3,4
10719,7800000000,58.0,1,4,145,0,3,3
10721,6900000000,53.0,1,5,169,0,9,9
10722,6400000000,50.0,1,4,145,0,5,4
10723,10000000000,52.0,1,6,232,0,6,4
10724,10000000000,72.0,79,765,26914,0,4,5
10727,8100000000,55.0,1,6,199,0,4,3
10728,11100000000,72.0,1,4,145,0,5,5
10730,5100000000,34.0,1,6,196,0,4,3
10734,6800000000,42.0,1,4,145,0,4,5
10736,4100000000,42.0,1,4,121,0,1,1
10737,3400000000,35.0,1,19,634,0,4,4
10741,7300000000,46.0,1,19,626,0,4,4
10742,1300000000,43.0,1,18,577,0,1,1
10743,6500000000,75.0,1,4,121,0,1,1
10744,7200000000,99.0,1,19,592,0,0,0
10745,1700000000,55.0,1,18,577,0,2,1
10746,12600000000,52.0,1,6,220,0,5,4
10748,5900000000,57.0,1,18,577,0,4,4
10750,8100000000,47.0,1,5,169,0,5,0
10752,1000000000,38.0,1,18,577,0,1,1
10753,5400000000,35.0,1,5,157,0,4,0
10754,4800000000,48.0,1,18,577,0,4,4
10755,6100000000,40.0,1,5,169,0,6,0
10757,4900000000,38.0,1,5,163,0,4,5
10758,1900000000,64.0,1,18,577,0,2,2
10759,4800000000,50.0,1,3,103,0,3,0
10760,3200000000,28.0,1,9,349,0,3,3
10761,1800000000,55.0,1,18,577,0,2,2
10762,11700000000,55.0,1,9,349,0,6,4
10763,5200000000,48.0,1,18,577,0,5,5
10765,1000000000,28.0,1,18,577,0,1,1
10766,4300000000,50.0,1,4,145,0,0,0
10768,1400000000,43.0,1,18,577,0,1,1
10769,1900000000,64.0,1,18,577,0,2,2
10770,6300000000,48.0,1,5,157,0,4,0
10771,4300000000,38.0,1,9,349,0,3,3
10772,6300000000,64.0,1,18,577,0,5,5
10774,6000000000,40.0,1,9,367,0,4,4
10775,2000000000,64.0,1,18,577,0,2,2
10776,10300000000,42.0,1,6,217,0,3,3
10777,3600000000,42.0,1,9,349,0,3,2
10778,3400000000,30.0,1,8,307,0,4,3
10779,11900000000,85.0,1,19,623,0,2,2
10781,2700000000,25.0,1,9,349,0,3,3
10782,5500000000,42.0,1,7,295,0,4,3
10783,5100000000,78.0,1,9,343,0,3,3
10784,4700000000,30.0,1,19,626,0,3,4
10785,8300000000,120.0,1,8,310,0,3,4
10786,7600000000,46.0,1,7,298,0,5,3
10788,13100000000,54.0,1,4,145,0,5,7
10790,9000000000,53.0,1,4,145,0,5,5
10792,9600000000,76.0,1,4,145,0,1,1
10793,1800000000,23.0,1,4,148,0,1,1
10795,2800000000,52.0,1,4,148,0,1,1
10796,15800000000,180.0,79,778,27490,0,5,5
10797,4200000000,40.0,1,21,604,0,3,3
10798,7500000000,50.0,1,5,166,0,14,14
10799,7800000000,115.0,79,778,27490,0,3,2
10800,8100000000,38.0,1,4,145,0,3,4
10801,4500000000,35.0,1,6,196,0,3,4
10802,3900000000,40.0,1,9,364,0,3,3
10803,4100000000,30.0,1,6,199,0,3,4
10804,11700000000,52.0,1,5,166,0,4,4
10805,4200000000,35.0,1,6,196,0,3,3
10806,2500000000,70.0,1,4,148,0,3,2
10807,13700000000,100.0,1,4,148,0,4,4
10808,13300000000,62.0,1,5,157,0,4,5
10809,5900000000,30.0,1,7,295,0,3,3
10810,5200000000,200.0,1,20,643,0,4,3
10811,6100000000,36.0,1,4,145,0,4,5
10813,4800000000,56.0,1,4,145,0,2,1
10814,8300000000,58.0,1,21,611,0,4,4
10815,9700000000,85.0,1,19,592,0,4,3
10816,6900000000,45.0,1,6,199,0,4,3
10817,4500000000,40.0,1,19,626,0,5,4
10818,13600000000,75.0,1,4,148,0,6,7
10819,7100000000,50.0,1,5,166,0,4,4
10820,7100000000,60.0,79,765,26905,0,3,0
10821,6000000000,55.0,1,3,109,0,4,4
10822,10800000000,40.0,1,4,145,0,4,4
10823,5000000000,42.0,1,6,187,0,6,4
10824,14800000000,82.0,1,19,592,0,4,5
10825,5200000000,55.0,1,19,626,0,6,4
10826,5900000000,56.0,1,4,145,0,4,3
10827,9800000000,80.0,1,3,103,0,3,4
10828,1400000000,24.0,1,4,145,0,1,1
10829,13700000000,500.0,79,764,26899,0,7,8
10830,8000000000,55.0,1,3,103,0,4,5
10831,6300000000,50.0,1,4,145,0,4,3
10832,1400000000,42.0,1,4,145,0,1,1
10834,5600000000,46.0,1,5,157,0,5,4
10836,48600000000,36.0,1,21,617,0,0,0
10837,11500000000,50.0,1,5,157,0,4,5
10838,10200000000,50.0,1,5,157,0,4,5
10840,1500000000,37.0,1,4,154,0,1,1
10842,3700000000,102.0,1,19,626,0,2,2
10843,12500000000,84.0,1,19,622,0,8,6
10844,4000000000,42.0,1,8,337,0,3,4
10845,8700000000,40.0,1,6,217,0,4,3
10847,9600000000,300.0,1,6,199,0,4,3
10848,8700000000,30.0,1,9,343,0,4,5
10849,2100000000,60.0,1,18,559,0,0,0
10850,6800000000,150.0,79,765,26905,0,4,4
10851,3700000000,36.0,1,21,613,0,3,4
10852,6600000000,45.0,1,19,626,0,5,5
10854,3100000000,40.0,1,4,145,0,1,1
10855,8100000000,220.0,1,19,625,0,3,4
10857,10500000000,100.0,1,19,623,0,4,4
10858,10900000000,66.0,1,5,157,0,5,6
10859,8300000000,250.0,1,6,199,0,4,4
10861,7100000000,40.0,1,5,169,0,4,4
10862,4200000000,56.0,1,4,145,0,1,1
10864,42400000000,450.0,1,1,22,0,10,10
10865,3300000000,61.0,79,764,26898,0,3,3
10866,4500000000,198.0,1,268,9542,0,3,4
10868,5900000000,150.0,1,5,169,0,3,3
10869,3200000000,58.0,1,21,601,0,0,0
10870,5700000000,35.0,1,6,187,0,3,3
10872,6200000000,62.0,1,21,611,0,0,0
10873,2500000000,62.0,1,17,454,0,0,0
10874,4100000000,80.0,79,765,26905,0,0,0
10875,4500000000,36.0,79,764,26898,0,3,3
10876,7100000000,135.0,79,778,27490,0,3,2
10877,9900000000,180.0,79,775,27385,0,3,3
10882,2100000000,60.0,1,17,454,0,0,0
10886,2700000000,58.0,79,764,26897,0,3,3
10889,3400000000,60.0,1,17,466,0,0,0
10891,12700000000,200.0,1,19,623,0,0,0
10892,7700000000,160.0,79,765,26914,0,0,0
10895,4200000000,33.0,1,19,626,0,3,3
10896,7300000000,42.0,1,5,157,0,3,4
10899,5400000000,53.0,1,4,145,0,4,4
10900,5000000000,53.0,1,4,145,4,4,4
10904,7100000000,36.0,1,3,109,0,3,4
10906,4900000000,140.0,1,5,169,0,3,2
10907,11000000000,126.0,79,778,27490,0,3,2
10908,12000000000,126.0,79,778,27490,0,3,2
10909,10100000000,128.0,79,778,27490,0,3,2
10910,12000000000,133.0,79,778,27490,0,3,2
10911,12900000000,138.0,79,778,27490,0,3,2
10913,5500000000,34.0,1,4,121,5,3,4
10919,4500000000,93.0,1,19,592,0,2,2
10921,9000000000,140.0,79,778,27490,21,3,3
10923,7000000000,88.0,79,764,26875,0,2,2
10925,10600000000,65.0,1,5,169,0,7,5
10926,5600000000,170.0,1,19,626,0,3,1
10928,2000000000,110.0,79,767,27019,0,2,2
10929,8000000000,70.0,1,3,103,0,3,3
10930,14300000000,340.0,1,19,631,0,4,4
10932,1900000000,50.0,1,17,457,0,0,0
10934,5300000000,104.0,79,786,27643,6,3,2
10935,10200000000,62.0,1,4,145,5,4,5
10939,5000000000,100.0,79,764,26884,0,4,2
10940,14200000000,340.0,1,19,623,0,4,4
10941,3100000000,88.0,79,778,27490,0,3,2
10942,14500000000,100.0,1,4,145,0,4,4
10945,41300000000,1600.0,79,776,27400,10,1,1
10946,7200000000,148.0,79,764,26869,0,4,5
10948,3600000000,57.0,79,778,27481,2,3,3
10949,5200000000,61.0,79,778,27472,3,3,3
10950,5900000000,38.0,1,4,145,0,4,4
10951,6700000000,57.0,79,764,26884,0,4,5
10953,4600000000,160.0,1,19,626,0,3,2
10954,11000000000,50.0,1,4,145,0,4,6
10963,6200000000,42.0,1,4,145,0,4,4
10965,1700000000,136.0,79,766,27007,0,3,2
10970,2100000000,72.0,79,775,27349,0,2,2
10971,4500000000,61.0,79,778,27472,0,3,3
10972,3800000000,95.0,79,786,27643,0,2,2
10974,1500000000,83.0,79,775,27349,0,2,2
10975,1100000000,77.0,79,775,27349,0,2,2
10977,4300000000,100.0,79,786,27643,0,3,2
10979,6500000000,120.0,79,765,26908,0,3,2
10980,7500000000,40.0,1,4,145,0,4,5
10981,7600000000,60.0,1,19,626,0,4,4
10988,2300000000,72.0,79,775,27349,0,2,2
10989,13000000000,320.0,1,19,623,0,6,4
10990,8300000000,40.0,1,5,166,0,2,5
10991,10900000000,210.0,79,778,27481,0,4,4
10992,12200000000,83.0,1,268,9886,4,7,7
10994,12800000000,90.0,1,268,9886,0,4,4
10995,13700000000,90.0,1,268,9886,4,4,4
10997,3900000000,38.0,79,764,26882,0,3,2
10998,4900000000,150.0,1,19,626,0,4,4
11000,1800000000,63.0,1,17,454,0,2,2
11004,2700000000,75.0,1,268,9886,0,3,2
11013,10100000000,55.0,1,9,346,0,5,4
11015,6000000000,35.0,1,6,217,0,3,5
11017,4100000000,30.0,1,21,611,0,3,5
11018,3200000000,45.0,1,9,343,0,2,3
11021,3700000000,140.0,79,764,26884,0,3,2
11022,5600000000,65.0,1,4,145,0,6,5
11023,5800000000,65.0,1,4,145,4,6,5
11024,6400000000,52.0,1,6,235,4,4,4
11028,12100000000,94.0,79,760,26761,0,3,3
11029,12200000000,220.0,1,5,169,0,5,5
11031,6200000000,49.0,1,6,199,2,2,2
11034,13500000000,85.0,1,4,145,4,5,5
11041,3300000000,200.0,1,19,625,0,4,4
11046,11500000000,150.0,1,6,190,0,1,1
11048,5500000000,40.0,1,4,145,0,5,5
11049,10200000000,68.0,1,1,16,0,0,0
11050,2300000000,46.0,1,17,454,0,0,0
11051,10500000000,45.0,1,6,220,4,4,4
11054,4200000000,52.0,1,4,121,4,4,4
11055,2300000000,56.0,1,5,166,0,2,1
11056,13600000000,55.0,1,6,217,6,15,5
11057,13300000000,55.0,1,6,217,0,15,5
11058,4100000000,52.0,1,4,121,0,4,4
11059,1600000000,28.0,79,778,27490,0,1,1
11060,7400000000,150.0,79,765,26950,0,2,2
11061,5200000000,90.0,1,6,199,1,2,1
11062,3200000000,65.0,1,1,28,0,2,1
11063,7200000000,40.0,1,1,1,0,3,4
11064,2400000000,60.0,1,6,232,0,2,1
11066,10600000000,40.0,1,9,349,8,4,6
11067,11000000000,135.0,79,778,27490,0,3,2
11069,2900000000,80.0,1,9,373,0,2,1
11071,10300000000,40.0,1,9,349,0,4,6
11073,9000000000,54.0,1,4,139,0,4,4
11076,3700000000,100.0,1,1,16,0,3,2
11077,11600000000,145.0,79,778,27490,0,3,2
11079,3200000000,80.0,1,7,277,0,3,2
11080,13500000000,72.0,79,778,27481,3,4,5
11082,15200000000,230.0,1,9,343,0,3,3
11083,25500000000,33.0,1,21,617,0,0,0
11084,7100000000,60.0,1,3,109,0,4,4
11085,10900000000,58.0,1,8,319,0,6,3
11087,5000000000,35.0,1,6,220,0,3,4
11089,4000000000,30.0,1,8,337,0,4,5
11090,8700000000,320.0,1,19,622,0,4,4
11093,13700000000,71.0,1,9,352,0,6,7
11095,7000000000,53.0,1,5,169,0,5,4
11098,6700000000,53.0,1,9,343,0,4,4
11099,6600000000,48.0,1,19,592,0,6,7
11101,3900000000,73.0,1,19,631,0,2,2
11102,9500000000,93.0,1,9,367,0,4,4
11103,6800000000,200.0,1,6,196,0,6,6
11104,5100000000,79.0,1,9,355,0,2,2
11105,6000000000,129.0,1,9,355,0,3,3
11106,5100000000,40.0,1,9,364,0,4,5
11107,11300000000,56.0,1,9,361,0,4,4
11108,4200000000,72.0,1,9,355,0,2,2
11111,7000000000,100.0,1,21,604,0,0,0
11112,4200000000,38.0,1,5,169,0,3,1
11114,8800000000,70.0,1,6,178,0,6,4
11116,6000000000,42.0,1,1,16,0,3,4
11117,6300000000,75.0,1,1,28,0,3,3
11118,4900000000,45.0,1,21,616,0,4,4
11119,11400000000,250.0,1,5,169,0,9,9
11120,6400000000,45.0,1,1,22,0,4,3
11121,3700000000,50.0,1,21,601,0,0,0
11122,12600000000,90.0,1,6,187,0,0,0
11123,7000000000,50.0,1,1,8,0,4,0
11124,8100000000,45.0,1,3,109,0,2,3
11125,6900000000,68.0,1,19,634,0,6,4
11126,1500000000,48.0,1,17,457,0,0,0
11127,6700000000,42.0,1,5,167,0,4,3
11128,6900000000,50.0,1,5,169,0,11,11
11129,4900000000,45.0,1,4,145,0,3,3
11132,810000000,45.0,1,3,109,0,2,1
11133,2900000000,70.0,1,2,82,0,4,2
11134,4000000000,32.0,1,7,277,0,3,4
11135,5400000000,35.0,1,3,112,0,3,3
11136,12900000000,90.0,1,4,139,0,1,1
11137,7800000000,52.0,1,6,187,0,4,5
11138,3600000000,44.0,1,4,139,0,1,1
11139,14800000000,71.0,1,5,157,0,0,0
11140,9500000000,46.0,1,4,145,0,4,4
11141,5000000000,44.0,1,3,94,0,0,0
11142,5100000000,62.0,1,4,145,0,3,3
11143,6000000000,50.0,1,4,145,0,3,3
11144,14200000000,65.0,1,4,145,0,4,5
11145,6000000000,58.0,1,3,103,0,0,0
11146,12600000000,59.0,1,4,145,0,5,5
11147,4600000000,40.0,1,9,349,0,3,3
11148,11500000000,125.0,1,4,145,0,5,4
11149,6500000000,53.0,1,9,349,0,4,4
11150,6700000000,44.0,1,3,103,0,5,5
11151,5700000000,41.0,1,9,349,0,4,4
11152,3300000000,51.0,1,21,620,0,0,0
11153,10600000000,85.0,1,4,145,0,4,4
11154,6900000000,71.0,1,4,154,0,0,0
11155,3500000000,46.0,1,4,145,0,1,1
11157,8500000000,30.0,1,1,13,0,4,4
11158,9400000000,240.0,1,9,349,0,3,5
11159,4500000000,175.0,1,6,184,0,3,4
11160,6600000000,240.0,1,8,337,0,3,4
11161,2700000000,15.0,1,6,202,0,3,3
11163,3900000000,155.0,1,268,9542,0,3,4
11164,7300000000,180.0,1,9,364,0,4,3
11165,12000000000,52.0,1,5,166,0,4,4
11166,6700000000,60.0,1,3,103,0,6,5
11167,9400000000,68.0,1,6,235,0,6,7
11168,3700000000,50.0,1,21,604,0,0,0
11169,3500000000,30.0,1,21,604,0,3,5
11170,5400000000,135.0,1,19,626,0,3,2
11171,4400000000,512.0,1,18,556,0,0,0
11172,4400000000,36.0,1,9,346,0,4,3
11173,121200000000,45.0,1,21,617,0,4,5
11174,7600000000,62.0,1,5,169,0,0,0
11175,5100000000,98.0,1,5,166,0,3,2
11176,1800000000,38.0,1,4,154,0,1,1
11177,4000000000,35.0,1,6,190,0,4,4
11178,8300000000,134.0,1,5,157,0,4,3
11179,9200000000,48.0,1,4,145,0,4,5
11181,3700000000,80.0,1,17,478,0,0,0
11183,1100000000,50.0,1,277,10057,0,0,0
11184,6900000000,42.0,1,4,145,0,5,5
11185,3600000000,71.0,1,18,556,0,1,1
11186,3300000000,27.0,1,4,145,0,3,3
11187,8000000000,68.0,1,4,148,0,4,4
11188,8400000000,79.0,1,4,148,0,4,4
11189,8000000000,135.0,79,778,27490,0,3,2
11190,4200000000,35.0,1,9,364,0,2,2
11191,10100000000,76.0,1,4,148,0,1,1
11192,4100000000,46.0,1,4,145,0,1,1
11193,4000000000,34.0,1,9,364,0,3,4
11194,3200000000,31.0,1,4,154,0,3,4
11195,6600000000,42.0,1,5,169,0,9,9
11196,4900000000,81.0,1,4,154,0,1,1
11197,3900000000,36.0,1,19,631,0,4,4
11198,5000000000,48.0,1,4,145,0,1,1
11199,8700000000,58.0,1,5,169,0,5,4
11200,6900000000,186.0,1,4,148,0,3,4
11201,8400000000,62.0,1,5,169,0,5,6
11203,6800000000,55.0,1,5,169,0,4,4
11204,12300000000,70.0,1,5,167,0,7,4
11206,12500000000,240.0,1,3,103,0,8,9
11207,13100000000,65.0,1,5,157,0,6,5
11209,2500000000,30.0,1,268,9886,0,2,2
11210,3000000000,31.0,1,268,9886,0,3,1
11212,6100000000,95.0,1,5,166,0,3,2
11213,11600000000,63.0,1,7,277,0,3,3
11214,3400000000,48.0,1,6,220,0,3,3
11215,9200000000,300.0,1,3,112,0,5,5
11216,4500000000,34.0,1,9,346,0,4,4
11217,10700000000,182.0,79,784,27559,0,4,3
11219,9600000000,75.0,1,3,94,0,0,0
11220,6200000000,55.0,1,1,1,0,3,3
11221,4000000000,36.0,1,19,623,0,4,4
11223,4100000000,30.0,1,6,196,0,3,2
11225,13500000000,79.0,1,5,166,0,5,5
11226,8400000000,55.0,1,9,370,0,16,16
11228,4500000000,150.0,1,250,9010,0,0,0
11229,4500000000,37.0,1,7,295,0,3,4
11230,4000000000,33.0,1,4,121,0,3,3
11231,6000000000,50.0,1,6,238,0,4,5
11233,880000000,42.0,1,6,238,0,2,1
11234,3200000000,24.0,1,7,283,0,3,3
11235,13000000000,60.0,1,6,187,0,5,6
11237,4000000000,45.0,1,7,292,0,3,3
11238,4500000000,92.0,1,19,626,0,3,2
11239,3100000000,30.0,1,7,286,0,3,4
11240,2800000000,82.0,1,19,592,0,3,2
11241,7100000000,111.0,1,19,631,0,3,2
11242,4500000000,118.0,1,19,631,0,3,2
11243,4300000000,77.0,1,19,625,0,2,2
11244,4900000000,51.0,1,21,601,0,4,4
11245,8300000000,60.0,1,9,361,0,2,1
11246,3700000000,33.0,1,8,322,0,4,4
11247,14500000000,65.0,1,6,199,0,5,5
11248,7400000000,45.0,1,9,343,0,4,4
11249,4900000000,40.0,1,6,187,0,3,4
11250,9800000000,70.0,1,6,220,0,7,5
11253,8900000000,208.0,1,6,232,0,4,3
11254,9100000000,57.0,1,4,154,0,4,5
11255,2600000000,59.0,1,19,592,0,2,2
11256,2800000000,65.0,1,19,625,0,2,2
11257,5100000000,88.0,1,19,631,0,2,2
11258,9200000000,51.0,1,4,139,0,5,5
11259,4300000000,36.0,1,268,9886,0,3,4
11260,7300000000,186.0,1,19,625,0,3,2
11261,3300000000,41.0,1,268,9886,0,4,4
11263,2800000000,34.0,1,268,9886,0,3,4
11264,5300000000,100.0,1,19,625,0,3,2
11265,4000000000,74.0,1,19,625,0,2,2
11266,7500000000,55.0,1,5,169,0,4,5
11269,4400000000,175.0,1,6,220,0,3,4
11270,6400000000,54.0,1,4,145,0,3,3
11273,990000000,50.0,1,6,220,0,2,1
11274,7400000000,51.0,1,6,238,0,4,2
11275,900000000,50.0,1,6,220,0,2,1
11276,9900000000,40.0,1,5,167,0,4,5
11277,16400000000,152.0,1,6,199,0,3,3
11279,3600000000,60.0,1,17,493,0,0,0
11280,3900000000,25.0,1,6,178,0,3,3
11281,5400000000,42.0,1,5,169,0,11,7
11282,4000000000,60.0,1,4,145,0,0,0
11283,1500000000,70.0,1,16,376,0,0,0
11284,4600000000,40.0,1,268,9886,0,4,3
11285,5100000000,33.0,1,21,616,0,3,4
11286,6400000000,50.0,1,268,9886,0,4,3
11287,696700000000,32.0,1,5,169,0,4,4
11288,13500000000,80.0,1,8,319,0,4,4
11289,11400000000,75.0,1,6,238,0,6,6
11291,7300000000,40.0,1,5,169,0,6,3
11292,5600000000,39.0,1,5,169,0,8,4
11293,1400000000,55.0,1,1,22,0,2,1
11294,1700000000,50.0,1,9,364,0,2,2
11295,1600000000,25.0,1,8,313,0,1,1
11296,1400000000,48.0,1,6,184,0,2,1
11297,3200000000,80.0,1,19,626,0,2,2
11298,1200000000,40.0,1,3,103,0,2,2
11299,4200000000,27.0,1,1,1,0,3,4
11300,6600000000,66.0,1,4,145,0,0,0
11302,9200000000,180.0,1,3,112,0,5,5
11303,4800000000,47.0,1,3,103,0,3,0
11304,4300000000,31.0,1,5,167,0,4,4
11307,5400000000,45.0,1,3,112,0,3,3
11308,4300000000,30.0,1,5,169,0,3,3
11309,1600000000,8.0,1,4,145,0,2,1
11310,1800000000,26.0,1,8,319,0,2,2
11311,3900000000,35.0,1,7,295,0,4,3
11313,3800000000,160.0,1,8,307,0,3,4
11314,5000000000,82.0,1,18,556,0,1,1
11315,12700000000,61.0,1,9,373,0,5,5
11317,6200000000,108.0,79,778,27490,0,3,2
11318,3700000000,32.0,1,7,286,0,3,4
11320,1800000000,75.0,1,17,454,0,0,0
11321,9800000000,56.0,1,4,145,0,5,6
11322,3900000000,23.0,1,6,181,0,2,2
11323,10600000000,64.0,1,4,145,0,5,4
11324,3400000000,31.0,1,8,310,0,3,2
11325,2000000000,80.0,1,4,145,0,2,2
11326,10200000000,46.0,1,4,145,0,5,6
11327,12300000000,80.0,1,20,643,0,21,21
11328,11200000000,46.0,1,4,145,0,5,5
11329,4800000000,60.0,1,9,343,0,5,3
11330,7900000000,265.0,1,18,577,0,6,4
11331,1000000000,50.0,1,6,232,0,2,1
11333,1000000000,50.0,1,1,16,0,2,1
11334,2100000000,33.0,1,9,349,0,1,1
11335,1000000000,45.0,1,9,343,0,2,1
11336,5500000000,173.0,1,9,343,0,3,3
11337,4100000000,67.0,1,17,454,0,0,0
11338,1100000000,50.0,1,1,16,0,2,1
11339,2500000000,20.0,1,6,181,0,1,1
11340,930000000,50.0,1,6,178,0,2,1
11341,4800000000,37.0,1,6,193,0,3,4
11343,900000000,45.0,1,1,31,0,2,1
11346,810000000,45.0,1,3,109,0,2,1
11347,12400000000,45.0,1,4,145,0,5,5
11349,2900000000,32.0,1,8,310,0,6,4
11350,4700000000,101.0,79,761,26776,0,3,2
11351,5600000000,47.0,1,4,145,0,7,4
11353,9400000000,83.0,1,268,9886,0,4,5
11354,2900000000,32.0,1,8,310,0,6,4
11355,2900000000,32.0,1,8,310,0,6,4
11356,2900000000,32.0,1,8,310,0,6,4
11357,5400000000,38.0,1,6,193,0,3,3
11358,5000000000,35.0,1,5,163,0,4,5
11359,4700000000,35.0,1,5,157,0,3,3
11360,5100000000,51.0,1,4,142,0,5,5
11361,8700000000,58.0,1,8,319,0,5,4
11362,7100000000,45.0,1,5,169,0,6,3
11363,13500000000,300.0,1,5,157,0,4,5
11364,8300000000,50.0,1,4,148,0,6,6
11365,5400000000,43.0,1,9,343,0,5,5
11366,4300000000,70.0,1,4,148,0,2,2
11367,14700000000,70.0,1,5,169,0,5,5
11370,8700000000,62.0,1,5,169,0,11,11
11371,5200000000,33.0,1,3,103,0,4,4
11372,4100000000,39.0,1,4,148,0,4,4
11373,8000000000,45.0,1,1,22,0,4,4
11375,3800000000,33.0,1,4,148,0,3,3
11376,8200000000,51.0,1,5,169,0,6,4
11377,890000000,45.0,1,6,238,0,2,1
11380,12300000000,55.0,1,9,352,0,4,4
11381,6000000000,52.0,1,6,235,0,4,4
11382,5900000000,45.0,1,9,364,0,4,4
11383,5000000000,40.0,1,9,364,0,4,4
11384,3200000000,72.0,1,6,199,0,2,1
11385,1000000000,45.0,1,1,28,0,2,1
11386,12800000000,64.0,1,4,139,0,7,7
11387,3900000000,60.0,1,4,145,0,0,0
11389,12600000000,287.0,1,268,9886,0,4,4
11390,6700000000,54.0,1,6,202,0,4,3
11391,1000000000,50.0,1,6,217,0,2,1
11392,9000000000,40.0,1,6,217,0,6,4
11393,1800000000,55.0,1,9,364,0,2,2
11395,5900000000,80.0,79,761,26791,0,3,3
11396,6300000000,49.0,1,7,298,0,5,4
11397,880000000,35.0,1,3,103,0,1,1
11398,7400000000,64.0,1,9,349,0,3,2
11399,5300000000,36.0,1,9,349,0,3,4
11400,6800000000,80.0,1,18,565,0,0,0
11401,1000000000,55.0,1,5,163,0,2,1
11402,6200000000,44.0,1,5,157,0,4,0
11403,920000000,50.0,1,8,322,0,2,1
11404,3300000000,80.0,1,274,9862,0,3,2
11406,14200000000,45.0,1,3,103,0,6,5
11407,790000000,46.0,1,3,109,0,2,1
11408,1800000000,55.0,1,18,577,0,2,1
11409,10600000000,105.0,1,5,169,0,6,5
11410,6700000000,56.0,1,9,367,0,3,3
11411,6000000000,45.0,1,5,166,0,4,5
11412,11700000000,61.0,1,19,626,0,12,12
11413,6900000000,45.0,1,9,346,0,3,3
11414,870000000,50.0,1,8,322,0,2,1
11415,4000000000,128.0,1,19,625,0,3,2
11416,8100000000,50.0,1,5,157,0,3,3
11417,3500000000,35.0,1,1,22,0,3,3
11418,12000000000,218.0,1,9,343,0,5,4
11420,13900000000,82.0,1,1,1,0,6,6
